FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,DATA_IND,AUDIT_IND,COUNTY,HSA,HFPA,TYPE_CNTRL,TYPE_CARE,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,CEO_TITLE,WEB_SITE,OWNER,RPT_PREP,ORG_NAME,ER_DESIG,MCAR_PRO#,MCAL_PRO#,REG_MCAL#,BED_LIC,BED_AVL,BED_STF,DAY_MCAR_TR,DAY_MCAR_MC,DAY_MCAL_TR,DAY_MCAL_MC,DAY_CNTY,DAY_THRD_TR,DAY_THRD_MC,DAY_OTH_IND,DAY_OTH,DAY_TOT,DIS_MCAR_TR,DIS_MCAR_MC,DIS_MCAL_TR,DIS_MCAL_MC,DIS_CNTY,DIS_THRD_TR,DIS_THRD_MC,DIS_OTH_IND,DIS_OTH,DIS_TOT,BED_ACUTE,BED_PSYCH,BED_CHEM,BED_REHAB,BED_LTC,BED_RESDNT,DAY_ACUTE,DAY_PSYCH,DAY_CHEM,DAY_REHAB,DAY_LTC,DAY_RESDNT,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,OCC_LIC,OCC_AVL,ALOS_ALL,ALOS_EXLTC,BAS_NURSRY,DAY_NURSRY,DIS_NURSRY,VIS_MCAR_TR,VIS_MCAR_MC,VIS_MCAL_TR,VIS_MCAL_MC,VIS_CNTY,VIS_THRD_TR,VIS_THRD_MC,VIS_OTH_IND,VIS_OTH,VIS_TOT,VIS_ER,VIS_CLIN,VIS_HOME,VIS_REF_OP,DAYS_PIPS,OP_ROOM,OP_MIN_IP,OP_MIN_OP,SURG_IP,SURG_OP,NAT_ BIRTHS,C_SECTIONS,GR_PT_REV,DED_FR_REV,TOT_CAP_REV,NET_PT_REV,OTH_OP_REV,TOT_OP_EXP,NET_FRM_OP,NONOP_REV,NONOP_EXP,INC_TAX,EXT_ITEM,NET_INCOME,GR_REV_DLY,GR_REV_AMB,GR_REV_ANC,GR_IP_MCAR_TR,GR_IP_MCAR_MC,GR_IP_MCAL_TR,GR_IP_MCAL_MC,GR_IP_CNTY,GR_IP_THRD_TR,GR_IP_THRD_MC,GR_IP_OTH_IND,GR_IP_OTH,GR_IP_TOT,GR_OP_MCAR_TR,GR_OP_MCAR_MC,GR_OP_MCAL_TR,GR_OP_MCAL_MC,GR_OP_CNTY,GR_OP_THRD_TR,GR_OP_THRD_MC,GR_OP_OTH_IND,GR_OP_OTH,GR_OP_TOT,C_ADJ_MCAR_TR,C_ADJ_MCAR_MC,C_ADJ_MCAL_TR,C_ADJ_MCAL_MC,DISP_855,C_ADJ_CNTY,C_ADJ_THRD_TR,C_ADJ_THRD_MC,BAD_DEBT,CHAR_HB,CHAR_OTH,SUB_INDGNT,DED_OTH,CAP_REV_MCAR,CAP_REV_MCAL,CAP_REV_CNTY,CAP_REV_THRD,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,DISP_TRNFR,INTER_TFR,CONTRIBTNS,INC_INVEST,DIST_REV,CNTY_APPRO,EXP_DLY,EXP_AMB,EXP_ANC,EXP_PIP,EXP_POP,EXP_RES,EXP_ED,EXP_GEN,EXP_FISC,EXP_ADM,EXP_UNASSG,EXP_SAL,EXP_BEN,EXP_PHYS,EXP_OTHPRO,EXP_SUPP,EXP_PURCH,EXP_DEPRE,EXP_LEASES,EXP_INSUR,EXP_INTRST,EXP_OTH,CUR_ASST,ASST_LIMTD,NET_PPE,CONST_PROG,INV_OTH,INTAN_ASST,TOT_ASST,CUR_LIAB,DEF_CRED,NET_LTDEBT,EQUITY,LIAB_EQ,CASH,ACCTS_ REC,ALLOW_UNCOLL,BLDGS,EQUIPMENT,TOT_PPE,ACC_DEPRE,MORT_PAY,CAP_LEASE,BOND_PAY,TOT_LTDEBT,CUR_MAT,INTER-REC,INTER_PAY,HOSP_FTE,NURS_FTE,PROD_HRS,NON_PRD_HR,PAID_HRS,MED_STAFF,STDNT_FTE,PRD_HR_MGT,PRD_HR_TCH,PRD_HR_RN,PRD_HR_LVN,PRD_HR_AID,PRD_HR_CLR,PRD_HR_ENV,PRD_HR_OTH,CNT_HR_RN,CNT_HR_OTH,PRD_HR_DLY,PRD_HR_AMB,PRD_HR_ANC,PRD_HR_ED,PRD_HR_GEN,PRD_HR_FIS,PRD_HR_ADM,PRD_HR_NON,PD_HR_DLY,PD_HR_AMB,PD_HR_ANC,PD_HR_ED,PD_HR_GEN,PD_HR_FIS,PD_HR_ADM,PD_HR_NON
106370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,7/1/2021,6/30/2022,365,Audited,Incl. Ind. Audit Adj.,San Diego,14,1416,Non-Profit,Children,Comparable,Teaching,858-576-1700,3020 CHILDRENS WAY,SAN DIEGO,92123,"PATRICIO A. FRIAS, M.D.",CEO,WWW.RCHSD.ORG,RADY CHILDREN'S HOSPITAL - SAN DIEGO,JAYCEE LIN,"HEALTHQUEST CONSULTING, INC.",1,05-3303,,ZZT30271F,505,436,341,337,0,47407,15030,3354,6658,37406,720,1903,112815,57,0,4873,4381,602,1227,6316,151,152,17759,438,24,0,0,43,0,96666,5045,0,0,11104,0,17098,619,0,0,42,0,61.2,70.9,6.4,5.7,0,0,0,558,0,66720,184046,0,21226,97550,2097,4405,376602,147467,105164,4576,111996,0,16,748930,942786,5761,11934,0,0,3379930955,2350793470,65254185,1094391670,157353536,1045717106,206028100,217702927,334305084,0,0,89425943,1191730835,374122898,1814077222,8182478,0,944221671,219887044,24626571,140561917,783649308,7609348,10631970,2139370307,4605579,0,235167146,410186234,0,79559553,477011154,2604686,31426296,1240560648,11189878,0,724682644,586782413,-13772397,17500947,160282113,807130272,13315181,0,10214034,0,33468385,0,20270397,0,44983788,1598179,0,465877135,66162697,7125624,50980450,498513978,0,4133607,0,0,0,-26096232,0,0,244866504,96684805,200409570,0,0,15731482,388160,259488810,39419527,170501403,18226845,386829545,88448869,0,42603275,178167032,210691875,46125674,6290901,2639515,7244456,76675964,2216813450,38052830,443396621,56635652,492149252,12618191,3259665996,562529384,148250557,638230082,1910655973,3259665996,60089600,432196217,-246274458,650640751,326385628,1033323792,589927171,0,0,554952804,643470082,5240000,0,0,5115,1413,10387005,1833292,12220297,921,134,663016,2742946,1936933,50988,215434,1798272,432753,966363,734669,845631,2587359,1195843,1700566,149939,1534915,776910,665127,1776346,2993037,1373521,2009283,177395,1814446,923061,797406,2132148
106361308,REDLANDS COMMUNITY HOSPITAL,10/1/2020,9/30/2021,365,Audited,Incl. Ind. Audit Adj.,San Bernardino,12,1209,Non-Profit,General,Comparable,,909-335-5500,350 TERRACINA BLVD,REDLANDS,92373,JAMES HOLMES,CEO,,REDLANDS COMMUNITY HOSPITAL,RAKESH NOWRANGI,REDLANDS COMMUNITY HOSPITAL,,05-0272,HSC30272F,,229,221,136,6569,17321,4152,6476,0,213,12056,345,383,47515,1363,3618,611,1795,0,76,3164,81,86,10794,195,18,0,0,16,0,42443,2626,0,0,2446,0,10124,452,0,0,218,0,56.8,58.9,4.4,4.3,24,2861,1611,41158,45633,9359,37605,0,1069,60167,9544,8923,213458,57813,50525,31433,63759,6212,14,280437,258414,3438,3168,1318,448,2055047685,1845343074,144675313,354379924,6486928,366268602,-5401750,50981585,0,0,0,45579835,254806759,295252911,1504988015,160938525,436401522,60430897,161487518,0,7841035,247788961,6085553,6754049,1087728060,123426780,293411920,30084817,151495155,0,6551866,319220609,22288622,20839856,967319625,252101347,669519139,67052413,299178555,0,0,12048807,491109159,26968595,0,27365059,0,0,61755506,0,0,82919807,31869824,121121099,23346716,13377409,0,2133825,157184820,1009116,4337115,0,0,0,50930362,0,0,47801034,35328222,108617548,29572863,47301155,0,0,36331256,6861713,40790133,13664678,113503818,47469585,9857337,4225187,58504309,94024994,12464402,2903886,1660113,3988515,17666456,59577156,352909617,143981872,12360029,132829,6727563,575689066,115158533,0,95132555,365397978,575689066,29642025,140710782,-119844644,208537929,127393766,345893875,201912003,0,4669716,0,97257260,2124705,132829,0,1473,529,2744321,335215,3079536,232,0,162449,927828,819656,46575,219823,354795,198448,0,14747,0,672135,438730,726506,0,459562,127996,319392,0,757230,487745,825774,0,509657,144447,354683,0
106430705,REGIONAL MEDICAL CENTER OF SAN JOSE,1/1/2021,12/31/2021,365,Audited,Incl. Ind. Audit Adj.,Santa Clara,7,431,Investor,General,Comparable,,408-259-5000,225 NORTH JACKSON AVE,SAN JOSE,95116,KEN WEST,CEO,REGIONALMEDICALSANJOSE.COM,"HCA HEALTHCARE, INC.",JEFFREY N. BROWN,HOSPITAL MANAGEMENT SERVICES,2,05-0125,HSC00125F,,258,258,169,18936,14835,6372,11597,0,1257,6327,1059,891,61274,3316,2726,1032,2322,0,271,1503,255,265,11690,258,0,0,0,0,0,61274,0,0,0,0,0,11690,0,0,0,0,0,65.1,65.1,5.2,5.2,0,0,0,8771,8965,8257,36491,0,2984,10912,1863,10037,88280,79931,0,0,17624,0,7,306309,111921,2131,1685,0,0,4596962097,4166406585,0,430555512,7291168,446088276,-8241596,240463,419906,0,0,-8421039,1131358401,360832472,3104771224,987114859,804086940,350930515,655277177,0,115062120,386771423,65907717,59126993,3424277744,172353339,182947081,91725231,387408813,0,37885315,163247122,15928780,121188672,1172684353,1048599053,909524410,389978466,989123978,0,0,112147200,446277275,29460214,0,81836497,0,159459492,0,0,0,0,107712737,76949023,52677280,53562012,0,35758155,99915190,0,3981115,0,0,0,25838,0,0,102263168,44149515,101730701,0,0,0,0,43356670,13855184,84467959,56265079,148717797,71146868,20214010,11051284,43385261,26211220,22008149,2127887,3448214,25360828,72416758,81148345,0,199433708,33268931,60981071,24050679,398882734,55184029,0,488896188,-145197483,398882734,7466,131732186,-77959794,145738719,279481183,490736754,291303046,0,0,0,491815289,2919101,0,491629964,1011,541,1884579,284143,2168722,573,0,111271,337628,779547,0,323602,132314,129057,5706,22940,42514,712482,197336,464385,0,292511,10542,207323,0,819151,227430,538422,0,329448,11620,242651,0
106190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,7/1/2021,6/30/2022,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,927,Non-Profit,Psychiatric,Comparable,,310-825-9989,150 UCLA MEDICAL PLAZA,LOS ANGELES,90095-4700,JOHNESE SPISSO,CEO,,REGENTS OF THE UNIVERSITY OF CALIFORNIA,LAURA CHERRY,"TOYON ASSOCIATES, INC.",,05-4009,HSW34009F,ZZT30262F,74,74,72,4826,1257,2804,565,0,68,12635,2001,61,24217,258,78,107,35,0,6,1053,139,3,1679,0,74,0,0,0,0,0,24217,0,0,0,0,0,1679,0,0,0,0,89.7,89.7,14.4,14.4,0,0,0,1066,355,40,0,0,24,13138,0,53,14676,0,4215,0,1421,0,0,0,0,0,0,0,0,157544826,82259587,0,75285239,3105691,89263130,-10872200,-75176,2168384,0,0,-13115760,133542710,13479900,10522216,29370303,7494260,16042622,2924108,0,371400,73664598,10611976,253602,140732869,1798534,583720,72896,0,0,51523,14249827,0,55457,16811957,20089237,4877851,13118931,2225966,0,0,229694,40846614,33813,0,2871962,0,-2034481,0,0,0,0,10927595,3196552,2934643,694821,0,193095,47000395,10106955,231183,0,0,0,-75731,0,0,44567854,5228088,3263717,0,0,0,6657214,11090185,1790172,14868505,1797395,47307856,23551246,340000,401904,1224992,12919347,940560,377844,839000,0,1360381,11958929,0,23026140,8459669,35182536,0,78627274,216476984,0,0,-137849710,78627274,0,14176192,-2488248,23507898,2158774,41489078,18462938,0,0,0,0,0,0,7912873,369,166,644670,126946,771616,90,55,53903,182440,232850,2883,105369,26061,28340,8470,3400,954,400761,60820,13196,5562,91564,0,72767,0,482539,70880,16881,6255,109216,0,85845,0
106454068,RESTPADD PSYCHIATRIC HEALTH FACILITY,1/1/2021,12/31/2021,365,Audited,Excl. Ind. Audit Adj.,Shasta,1,209,Investor,Psychiatric,PHF,,530-262-6700,2750 EUREKA WAY,REDDING,96001,O NWANGBURUKA,CEO,WWW.RESTPADD.COM,O NWANGBURUKA,BRETT HEATHORN,RESTPADD HEALTH CORP,,,,,16,16,16,0,0,0,0,4692,0,0,0,0,4692,0,0,0,0,371,0,0,0,0,371,0,16,0,0,0,0,0,4692,0,0,0,0,0,371,0,0,0,0,80.3,80.3,12.6,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4604390,0,0,4604390,0,4075081,529309,0,3465,0,0,525844,4604390,0,0,0,0,0,0,4604390,0,0,0,0,4604390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4604390,0,0,0,0,0,0,0,0,0,0,3184063,0,0,0,0,0,0,179957,185947,440185,84929,2412759,464543,225495,17807,46791,527839,19331,210091,22563,259,127603,998758,0,22699,0,0,0,1021457,231131,0,0,790326,1021457,327734,643370,-4820,0,307667,403941,381242,0,0,0,0,0,0,106131,43,21,82486,6757,89243,2,0,16857,5714,5664,18076,19005,12728,0,3826,0,616,71170,0,0,0,0,3092,8224,0,76487,0,0,0,0,3392,9364,0
106524017,RESTPADD RED BLUFF PSYCHIATRIC HEALTH FACILITY,1/1/2021,12/31/2021,365,Audited,Excl. Ind. Audit Adj.,Tehama,1,211,Investor,Psychiatric,PHF,,530-567-7300,925 WALNUT STREET,RED BLUFF,96080,O NWANGBURUKA,CEO,WWW.RESTPADD.COM,O NWANGBURUKA,BRETT HEATHORN,RESTPADD HEALTH CORP,,,,,16,16,16,0,0,0,0,0,3928,0,0,0,3928,0,0,0,0,0,418,0,0,0,418,0,16,0,0,0,0,0,3928,0,0,0,0,0,418,0,0,0,0,67.3,67.3,9.4,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4144655,0,0,4144655,0,4162368,-17713,18000,0,0,0,287,4144655,0,0,0,0,0,0,0,4144655,0,0,0,4144655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4144655,0,0,0,0,0,0,0,0,0,3208964,0,0,0,0,0,0,159025,72829,602926,118624,2267484,449003,495031,77452,38524,437000,30849,209245,29527,32275,95978,1055694,0,18507,0,0,0,1074201,249715,0,352922,471564,1074201,195653,391678,-8077,0,152960,155038,136531,0,0,0,472922,120000,466175,0,39,24,78062,5887,83949,1,0,14499,10674,4698,15764,29429,72,0,750,0,2176,68776,0,0,0,0,1984,7302,0,73851,0,0,0,0,2080,8018,0
106150782,RIDGECREST REGIONAL HOSPITAL,1/1/2021,12/31/2021,365,Audited,Excl. Ind. Audit Adj.,Kern,9,621,Non-Profit,General,Comparable,Rural,760-499-3902,1081 N. CHINA LAKE BOULEVARD,RIDGECREST,93555,JIM SUVER,CEO,WWW.RRH.ORG,RIDGECREST REGIONAL HOSPITAL,MATTHEW FALKNER,"WIPFLI, LLP",4,05-1333,,ZZT30448F,150,150,85,5356,0,17934,276,0,1769,0,419,2153,27907,747,0,435,132,0,518,0,9,46,1887,25,0,0,0,125,0,7272,0,0,0,20635,0,1689,0,0,0,198,0,51,51,14.8,4.3,4,454,372,61972,0,51270,3591,0,84639,0,468,4503,206443,18489,111338,0,72147,0,4,60630,286970,473,4032,266,116,363201274,207341570,0,155859704,744695,159915166,-3310767,9338787,4475636,0,0,1552384,38638250,103410786,221152238,48152580,0,29743980,3755352,0,25845672,0,480336,2464072,110441992,87825281,0,59880863,6520696,0,93156611,0,507109,4868722,252759282,99995794,0,37630304,3766634,0,0,53878248,0,6502141,0,987444,0,4581005,0,0,0,0,33286481,0,51480420,6326745,0,64375324,0,1,390733,0,0,679339,1414612,0,0,15665194,54103016,39119992,0,0,0,0,16901979,6098692,17579722,10446571,53229816,18817311,20306954,15107232,17482012,14997385,7023750,1414001,744253,2228148,8564304,94473624,10904183,72569845,3657692,2485,968184,182576013,36136430,0,51079489,95360094,182576013,13383753,58235124,-36937567,122574101,45172012,172553193,99983348,51512014,4323799,0,56264752,5185263,0,6888671,865,215,1634274,195709,1829983,31,0,212935,169063,196133,84095,135577,214132,99207,491996,31136,0,276587,562734,287268,0,254281,132403,121001,0,301852,623178,327052,0,285673,151815,140413,0
106331312,RIVERSIDE COMMUNITY HOSPITAL,1/1/2021,12/31/2021,365,Audited,Excl. Ind. Audit Adj.,Riverside,12,1111,Investor,General,Comparable,,951-788-3000,4445 MAGNOLIA AVE,RIVERSIDE,92501,JACKIE D. VAN BLARICUM,CEO,,"HCA HEALTHCARE, INC.",KEN BROWN,HOSPITAL MANAGEMENT SERVICES,1,05-0022,HSC30022G,,478,478,380,26282,32183,17511,35847,0,4242,19425,1313,1291,138094,3236,4751,2454,7841,0,703,4617,271,439,24312,478,0,0,0,0,0,138094,0,0,0,0,0,24312,0,0,0,0,0,79.2,79.2,5.7,5.7,31,4941,3189,8043,15569,7113,43522,0,5161,19646,2091,9672,110817,114746,0,0,12397,0,17,914005,609981,4542,4057,2437,1275,6651176171,5910507806,0,740668365,10155744,672853764,77970345,54048939,1979395,29974221,0,100065668,1352107313,678533325,4620535533,875917573,1370783109,502961492,1125350317,0,211161561,736111996,56941586,46771297,4925998931,189793538,374980427,75565416,522420717,0,67897785,377531638,19608831,97378888,1725177240,896216251,1597592070,500443472,1547788621,0,0,229068030,890795763,23994527,0,99642176,0,124966896,0,0,0,0,167238818,147433321,68493889,99739047,0,48831455,214684201,-9618522,3866156,0,0,0,50358471,0,0,150400634,44912115,194075672,0,0,137390,32490880,78780215,3897885,146175547,21983426,194455223,91447962,41554324,48618057,102091717,39598962,41063652,4174828,5391543,4092990,100364506,113528602,0,417899511,31326152,969432660,7673075,1539860000,72133801,1581973,159596643,1306547583,1539860000,7792,164297681,-62767401,196157943,411884250,681879246,263979735,0,4110455,0,160364594,767951,967350899,156254139,1840,1056,3708554,431219,4139773,976,162,315336,607395,1296474,0,638235,251086,286018,544,262358,51108,1416497,299477,966916,2244,560749,28704,433967,0,1567208,333555,1100713,2420,622447,31317,482113,0
106334487,RIVERSIDE UNIVERSITY HEALTH SYSTEM MEDICAL CENTER,7/1/2021,6/30/2022,365,In Process,Excl. Ind. Audit Adj.,Riverside,12,1109,City/County,General,Comparable,Teaching,951-486-4000,26520 CACTUS AVE,MORENO VALLEY,92555-3911,JENNIFER LYNN CRUIKSHANK,CEO,WWW.RUHEALTH.ORG,COUNTY OF RIVERSIDE,MARIA DURAN,RIVERSIDE UNIVERSITY HEALTH SYSTEM,1,05-0292,HSC30292T,ZZT30292T,439,439,358,18264,17446,19690,37736,9594,18102,3791,1235,1966,127824,2259,2581,3256,7215,26,3291,841,105,515,20089,362,77,0,0,0,0,99727,28097,0,0,0,0,17951,2138,0,0,0,0,79.8,79.8,6.4,6.4,32,2626,1413,14263,13891,45561,124622,3556,21868,6123,2413,6991,239288,96826,80535,0,63174,0,10,682429,498017,5393,7609,1133,563,3010230474,2270860366,3352484,742722592,32032818,793510021,-18754611,63112372,0,0,0,44357761,675526146,511630397,1823073931,257239988,295365834,313464304,592854166,1993372,276219128,93835046,13167552,31231068,1875370458,76723138,91806167,210532996,543986495,12011787,28361964,58413283,75843534,37180652,1134860016,282011345,329278409,411676043,906433755,-89209350,14005159,188685814,72415207,66552898,0,89011086,0,0,0,3352484,0,0,51951781,57893592,112321257,322968740,0,115895278,79833122,0,1858822,0,-9338893,493912,-102015,0,57542765,141651808,67658058,162673422,0,0,1201685,14529943,137303140,15371324,229303288,23817353,309023859,92260510,82513766,95864247,90677335,31142370,24035303,9357337,0,3228354,55406940,341703045,23278376,327087058,79385489,92516599,0,863970567,387542447,311161757,315916493,-150650130,863970567,7058624,821917156,-512344101,408441169,200728109,638598070,311511012,0,181921883,37741137,320686215,4769722,0,0,3706,1175,6550710,1677149,8227859,539,152,545788,1902905,1671404,129093,450005,628768,273657,429773,192784,326533,1690424,874564,960789,333736,1212650,245266,1233281,0,2302813,1176337,1218077,369439,1456661,292216,1412316,0
106190796,RONALD REAGAN UCLA MEDICAL CENTER,7/1/2021,6/30/2022,365,Audited,Incl. Ind. Audit Adj.,Los Angeles,11,927,Non-Profit,General,Comparable,Teaching,310-825-5041,10833 LE CONTE AVE.,LOS ANGELES,90095,TAMMY WALLACE,CFO,WWW.MEDNET.UCLA.EDU,REGENTS OF THE UNIVERSITY OF CALIFORNIA,LAURA CHERRY,"TOYON ASSOCIATES, INC.",1,05-0262,,ZZT30262F,446,446,446,43789,16978,24049,21420,3,1021,59213,41,443,166957,6029,2040,2536,2328,1,123,8470,7,47,21581,446,0,0,0,0,0,166957,0,0,0,0,0,21581,0,0,0,0,0,102.6,102.6,7.7,7.7,10,3011,1510,174005,58833,30186,57165,131,3121,305566,553,15802,645362,49380,586896,0,41781,0,23,2200865,1919077,7942,20057,1141,584,6276072559,3979152620,7596076,2304516015,298472067,2582615316,20372766,-36773491,27612228,0,0,-44012953,1914319713,333696799,4028056047,1006608613,405686241,513986347,700342947,122254,22429587,1168429776,1020224,11051945,3829677934,667350596,147364057,108011357,261622584,606666,10769661,1136274179,2032410,112363115,2446394625,1179544887,356220013,436591941,739392378,0,630331,19063970,1135230558,21075737,0,5741879,0,85660926,0,0,0,7596076,487909477,194775445,182490355,219080999,95774,14133770,1160553590,0,45476605,0,-124232027,0,-71737301,0,0,396777226,111132720,1141549157,0,0,0,21757499,388040925,69916805,292355104,161085880,880275283,468063727,70080992,48387245,532520291,250471367,87732667,29962991,20923000,118,194197635,3517372494,532551437,989767217,98192997,0,0,5137884145,4398100048,0,1610874097,-871090000,5137884145,1637030018,435354719,-62564558,1422195290,536578787,1982378738,992611521,0,0,1617755661,1617755661,6881564,0,405860187,7652,2073,13789774,2419529,16209303,2776,757,1499751,5618372,3230083,157547,830324,1148449,846572,166354,92998,199324,3036143,1062600,4226784,47783,3105309,680302,1630853,0,3580052,1254813,5036167,55117,3600272,787277,1895605,0
106344210,"SACRAMENTO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",12/17/2021,12/31/2021,15,Audited,Excl. Ind. Audit Adj.,Sacramento,2,311,Investor,Psychiatric,Comparable,,877-978-4848,1400 EXPO PARKWAY,SACRAMENTO,95815,JOHN BEALL,CEO,AURORABEHAVIORAL.COM,SIGNATURE HEALTHCARE SERVICES,MICHAEL WATSON,"SOUTHEAST REIMBURSEMENT GROUP, LLC",,,,,117,117,1,0,0,0,0,0,0,40,0,0,40,0,0,0,0,0,0,6,0,0,6,0,117,0,0,0,0,0,40,0,0,0,0,0,6,0,0,0,0,2.3,2.3,6.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88275,71100,0,17175,0,622263,-605088,0,8486454,0,0,-9091542,88000,0,275,0,0,0,0,0,0,88275,0,0,88275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17175,0,0,0,0,0,0,0,0,124265,0,24503,0,0,0,0,105008,128533,218230,21724,380311,101604,2860,18779,10013,45199,2766,4103,0,0,56628,297403,0,9682,2717,15859,0,325661,10755633,0,0,-10429972,325661,0,17175,0,0,12448,12448,2766,0,0,0,0,0,0,0,5,2,9541,1164,10705,35,0,1934,2038,1068,814,1526,1366,689,106,0,0,3408,0,0,0,2257,1862,2014,0,3608,0,0,0,2480,2321,2296,0
106344011,SACRAMENTO MENTAL HEALTH TREATMENT CENTER - PHF,7/1/2021,6/30/2022,365,Audited,Excl. Ind. Audit Adj.,Sacramento,2,311,City/County,Psychiatric,PHF,,916-875-1000,2150 STOCKTON BLVD.,SACRAMENTO,95817,ANANTHA PANYALA,EXECUTIVE DIRECTOR,WWW.SACCOUNTY.NET,COUNTY OF SACRAMENTO,ELVIRA FONG,SACRAMENTO CO. MENTAL HEALTH TREATMENT CENTER,,,,,50,50,50,0,0,0,0,16131,0,0,0,0,16131,0,0,0,0,205,0,0,0,0,205,0,50,0,0,0,0,0,16131,0,0,0,0,0,205,0,0,0,0,88.4,88.4,78.7,78.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88973936,0,0,88973936,0,88973936,0,0,0,0,0,0,88973936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106270875,SALINAS VALLEY MEMORIAL HOSPITAL,7/1/2021,6/30/2022,365,In Process,Incl. Ind. Audit Adj.,Monterey,8,705,District,General,Comparable,,831-757-4333,450 EAST ROMIE LANE,SALINAS,93901,PETE DELGADO,PRESIDENT,WWW.SVMH.COM,SALINAS VALLEY MEMORIAL HOSPITAL DISTRICT,NOEL GRAYSON,SALINAS VALLEY MEMORIAL HOSPITAL,,05-0334,HSC00334F,ZZR00334F,263,263,119,17905,2819,2559,9486,0,681,9331,110,178,43069,4545,715,649,2407,0,173,2368,28,45,10930,263,0,0,0,0,0,43069,0,0,0,0,0,10930,0,0,0,0,0,44.9,44.9,3.9,3.9,8,2585,1442,28896,4573,3958,33603,0,1839,26981,625,1010,101485,56684,32218,0,15836,0,9,238995,304315,1762,3082,1027,495,2500532937,1909077021,0,591455916,9401220,516865201,83991935,11335009,49535432,0,0,45791512,414306470,275911036,1810315431,577138526,95381349,76390459,275649846,0,21191743,289627713,4793365,7754138,1347927139,385350145,66836136,38451813,296074637,0,14813258,338517040,4799196,7763573,1152605798,826260575,141231775,103858875,523290556,0,0,28721829,227250874,45609276,0,9592563,0,3260698,0,0,0,0,117344947,17803152,8730297,37217215,0,6576787,388570253,-2,15213267,0,-357065,1844206,2356538,4986944,0,103984444,41554629,170677601,0,0,1638482,0,88695806,18842843,76079895,15391501,186838426,117764083,22892542,30844758,76571179,38606278,22432987,1586529,2346900,0,16981519,486670082,207471785,227437472,11575372,142386835,532173,1076073719,139262169,81022543,0,855789007,1076073719,299311378,425450737,-338383519,376476420,229816990,633116842,405679370,0,0,0,0,0,0,0,1669,456,3091036,524332,3615368,362,0,431280,580914,683592,1767,186812,817635,246061,0,76565,66410,796626,256244,722314,15633,652570,216987,430662,0,936678,297253,847272,18442,764945,252628,498150,0
