FAC_NO,FAC_NAME,BEG_DATE,END_DATE,DAY_PER,COUNTY,TYPE_CNTRL,TYPE_CARE,ADDRESS,CITY,ZIP_CODE,OWNER,DIS_ACUTE,DIS_PSYCH,DIS_CHEM,DIS_REHAB,DIS_LTC,DIS_RESDNT,NETRV_MCAR_TR,NETRV_MCAR_MC,NETRV_MCAL_TR,NETRV_MCAL_MC,NETRV_CNTY,NETRV_THRD_TR,NETRV_THRD_MC,NETRV_OTH_IND,NETRV_OTH,TOT_ASST
106190434,KAISER FOUNDATION HOSPITAL - WEST LOS ANGELES,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,6041 CADILLAC AVENUE,WEST LOS ANGELES,90034,KAISER FOUNDATION HOSPITALS,8983,0,0,0,0,0,15683505,107850702,15128500,60968081,0,14557598,271622645,0,407937,0
106191450,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,5601 DE SOTO AVENUE,WOODLAND HILLS,91365,KAISER FOUNDATION HOSPITALS,7788,0,0,0,0,0,5809970,131185825,4207342,28097421,0,7591790,209811903,0,98113,0
106480989,KAISER FOUNDATION HOSPITAL REHABILITATION CENTER - VALLEJO,1/1/2021,12/31/2021,365,Solano,Non-Profit,General,975 SERENO DRIVE,VALLEJO,94589,KAISER FOUNDATION HOSPITALS,7224,0,0,971,0,0,17542065,128865853,8389394,77864755,0,10105743,276316184,0,263913,0
106015000,KAISER FOUNDATION NORTHERN REGION,1/1/2021,12/31/2021,365,,Non-Profit,General,393 E. WALNUT STREET,PASADENA,91188,KAISER FOUNDATION HOSPITALS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22696943520
106191300,KAISER FOUNDATION SOUTHERN REGION,1/1/2021,12/31/2021,365,,Non-Profit,General,393 EAST WALNUT STREET,PASADENA,91188,KAISER FOUNDATION HOSPITALS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16720686815
106434218,KAISER PERMANENTE PHF - SANTA CLARA,1/1/2021,12/31/2021,365,Santa Clara,Non-Profit,Psychiatric,3840 HOMESTEAD ROAD,SANTA CLARA,95051,KAISER FOUNDATION HOSPITALS,0,515,0,0,0,0,72256,1340639,59769,42370,0,123643,13225247,0,177,0
106540734,KAWEAH DELTA MEDICAL CENTER,7/1/2021,6/30/2022,365,Tulare,District,General,400 WEST MINERAL KING AVENUE,VISALIA,93291-6237,KAWEAH DELTA HEALTH CARE DISTRICT,21976,1425,0,465,586,0,196647461,96558221,119337358,86455050,619752,35867437,161738184,0,33816496,941938734
106194219,KECK HOSPITAL OF USC,7/1/2021,6/30/2022,365,Los Angeles,Non-Profit,General,1500 SAN PABLO STREET,LOS ANGELES,90033,UNIVERSITY OF SOUTHERN CALIFORNIA,10727,0,0,370,0,0,365974864,134294921,131432525,156272170,0,22377846,586770843,-4190919,1975196,3023585904
106190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,7/1/2021,6/30/2022,365,Los Angeles,Non-Profit,Psychiatric,4211 S. AVALON BLVD,LOS ANGELES,90011,"KEDREN COMMUNITY HEALTH CENTER, INC.",0,1187,0,0,0,0,0,0,0,0,19207536,21748621,0,0,0,16368137
106210993,KENTFIELD HOSPITAL,1/1/2021,12/31/2021,365,Marin,Investor,Specialty,1125 SIR FRANCIS DRAKE BLVD,KENTFIELD,94904,"VIBRA HEALTHCARE, LLC",0,0,0,690,0,0,25201721,9913182,50508,15471592,0,23779790,0,0,1924746,23525524
106150736,KERN MEDICAL CENTER,7/1/2021,6/30/2022,365,Kern,City/County,General,1700 MOUNT VERNON AVENUE,BAKERSFIELD,93306,KERN COUNTY HOSPITAL AUTHORITY,10031,1338,0,0,0,0,30959068,8255650,78012392,259093651,748739,7532651,65571976,1,10615491,498626134
106150737,KERN VALLEY HOSPITAL DISTRICT,7/1/2021,6/30/2022,365,Kern,District,General,6412 LAUREL AVENUE,LAKE ISABELLA,93240,KERN VALLEY HEALTHCARE DISTRICT,335,0,0,0,26,0,2455572,2697918,12786378,8172900,0,1737690,1748060,0,1033229,38737343
106190049,KINDRED HOSPITAL - BALDWIN PARK,1/1/2021,12/31/2021,365,Los Angeles,Investor,General,14148 FRANCISQUITO AVENUE,BALDWIN PARK,91706,"KINDRED HEALTHCARE, INC.",783,0,0,0,0,0,29450074,7646672,407665,9513807,0,10943117,0,0,0,26483151
106301127,KINDRED HOSPITAL - BREA,1/1/2021,12/31/2021,365,Orange,Investor,General,875 NORTH BREA BLVD,BREA,92821,"KINDRED HEALTHCARE, INC.",480,0,0,0,119,0,18795972,6749262,1315635,6759374,0,12220670,0,0,0,22455850
106190449,KINDRED HOSPITAL - LA MIRADA,1/1/2021,12/31/2021,365,Los Angeles,Investor,General,14900 EAST IMPERIAL HIGHWAY,LA MIRADA,90638,"KINDRED HEALTHCARE, INC.",1580,0,0,0,0,0,49581730,19611354,109020,15156378,0,14836961,0,0,0,55695972
106190305,KINDRED HOSPITAL - LOS ANGELES,1/1/2021,12/31/2021,365,Los Angeles,Investor,General,5525 W. SLAUSON AVE.,LOS ANGELES,90056,"KINDRED HEALTHCARE, INC.",585,0,0,0,0,0,20626997,8359783,260917,6916918,0,14377551,0,0,0,28263816
106361274,KINDRED HOSPITAL - ONTARIO,1/1/2021,12/31/2021,365,San Bernardino,Investor,General,550 NORTH MONTEREY AVE,ONTARIO,91764,"KINDRED HEALTHCARE, INC.",650,0,0,0,0,0,7071196,15097448,402394,17250509,0,17952847,0,0,0,51843311
106190599,KINDRED HOSPITAL - PARAMOUNT,1/1/2021,12/31/2021,365,Los Angeles,Investor,General,16453 S. COLORADO AVENUE,PARAMOUNT,90723,"KND REAL ESTATE 40, L.L.C.",629,0,0,0,0,0,27366263,9030652,866222,16191122,0,5237919,0,0,0,40360564
106364188,KINDRED HOSPITAL - RANCHO,1/1/2021,12/31/2021,365,San Bernardino,Investor,General,10841 WHITE OAK AVENUE,RANCHO CUCAMONGA,91730,"KINDRED HEALTHCARE, INC.",601,0,0,0,0,0,11510150,9029222,36196,10578701,0,9368690,0,0,0,11390864
106332172,KINDRED HOSPITAL - RIVERSIDE,1/1/2021,12/31/2021,365,Riverside,Investor,General,2224 MEDICAL CENTER DRIVE,PERRIS,92571,"KINDRED HEALTHCARE, INC.",314,0,0,0,0,0,7776612,3837400,706673,9542675,0,4452609,0,0,0,11491221
106370721,KINDRED HOSPITAL - SAN DIEGO,1/1/2021,12/31/2021,365,San Diego,Investor,General,1940 EL CAHON BLVD,SAN DIEGO,92104,"KINDRED HEALTHCARE, INC.",498,0,0,0,0,0,11148531,7405531,297949,9258749,0,11379156,0,0,0,22491024
106010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,1/1/2021,12/31/2021,365,Alameda,Investor,General,2800 BENEDICT DRIVE,SAN LEANDRO,94577,"THC-ORANGE COUNTY, INC",492,0,0,0,0,0,16837023,7820364,2098945,29493230,0,10429574,0,0,0,30492999
106190196,KINDRED HOSPITAL - SOUTH BAY,1/1/2021,12/31/2021,365,Los Angeles,Investor,General,1246 WEST 155TH STREET,GARDENA,90247,"KINDRED HEALTHCARE, INC.",395,0,0,0,0,0,15881775,4331918,249956,5562960,0,6052401,0,0,0,19442156
106301380,KINDRED HOSPITAL - WESTMINSTER,1/1/2021,12/31/2021,365,Orange,Investor,General,200 HOSPITAL CIRCLE,WESTMINSTER,92683,"KINDRED HEALTHCARE, INC.",880,0,0,0,0,0,27876322,12374977,74278,8047405,0,20560560,0,0,0,42708844
106190661,L.A. DOWNTOWN MEDICAL CENTER,1/1/2021,12/31/2021,365,Los Angeles,Investor,General,1711 WEST TEMPLE STREET,LOS ANGELES,90026,L.A. DOWNTOWN MEDICAL CENTER LLC,3253,4032,0,0,0,0,25038948,1356945,37232120,37007696,0,6727251,0,0,723511,69554351
106194981,LA CASA PSYCHIATRIC HEALTH FACILITY,7/1/2021,6/30/2022,365,Los Angeles,Investor,Psychiatric,6060 PARAMOUNT BOULEVARD,LONG BEACH,90805,TELECARE CORPORATION,0,70,0,0,0,0,0,0,0,0,289034,3865452,0,0,0,1249902
106301234,LA PALMA INTERCOMMUNITY HOSPITAL,1/1/2021,12/31/2021,365,Orange,Non-Profit,General,7901 WALKER STREET,LA PALMA,90623,"PRIME HEALTHCARE SERVICES FOUNDATION, INC.",2288,354,0,0,0,0,15311917,7169388,7898431,9964424,0,7292188,2118500,0,518905,77006615
106191227,LAC/HARBOR - UCLA MEDICAL CENTER,7/1/2021,6/30/2022,365,Los Angeles,City/County,General,1000 W. CARSON STREET,TORRANCE,90509-2910,COUNTY OF LOS ANGELES,17065,459,0,0,0,0,85449242,35773265,248621563,812348069,27930491,56355000,34092999,0,1111628,2599378921
106191231,LAC/OLIVE VIEW - UCLA MEDICAL CENTER,7/1/2021,6/30/2022,365,Los Angeles,City/County,General,14445 OLIVE VIEW DRIVE,SYLMAR,91342-1495,COUNTY OF LOS ANGELES,11240,670,0,0,0,0,53021073,10921111,184692358,337693091,25534730,28059674,37337187,0,1035191,1139648389
106191306,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION CENTER,7/1/2021,6/30/2022,365,Los Angeles,City/County,General,7601 E. IMPERIAL HWY,DOWNEY,90242-3456,COUNTY OF LOS ANGELES,2694,0,0,0,0,0,19828830,2203479,97765419,310286610,18921868,4654470,4475212,0,116535,1238400095
106191228,LAC/USC MEDICAL CENTER,7/1/2021,6/30/2022,365,Los Angeles,City/County,General,1200 NORTH STATE STREET,LOS ANGELES,90033,COUNTY OF LOS ANGELES,30056,470,0,0,0,0,121963884,39436310,439545460,839568774,61826281,71547426,52059315,0,1462906,2862836452
106380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,7/1/2021,6/30/2022,365,San Francisco,City/County,General,375 LAGUNA HONDA BLVD,SAN FRANCISCO,94116,CITY AND COUNTY OF SAN FRANCISCO,177,0,0,13,682,0,7079469,12080,179626232,316737,0,426346,21671,0,250895,643674454
106304583,LAGUNA TREATMENT HOSPITAL,1/1/2021,12/31/2021,365,Orange,Investor,Specialty,24552 PACIFIC PARK DR,ALISO VIEJO,92656,AMERICAN ADDICTION CENTERS INC,0,0,2037,0,0,0,0,0,0,0,0,0,0,0,13238726,15649733
106190240,LAKEWOOD REGIONAL MEDICAL CENTER,1/1/2021,12/31/2021,365,Los Angeles,Investor,General,3700 E. SOUTH STREET,LAKEWOOD,90712,TENET HEALTHCARE CORPORATION,7625,0,0,0,0,0,38586094,84858502,18662582,37220205,0,2603364,79267674,82560,1519989,294912484
106380868,LANGLEY PORTER PSYCHIATRIC INSTITUTE,7/1/2021,6/30/2022,365,San Francisco,Non-Profit,Psychiatric,"401 PARNASSUS AVE, BOX 0984",SAN FRANCISCO,94143,REGENTS OF THE UNIVERSITY OF CALIFORNIA,0,436,0,0,0,0,6281614,1368923,1,-8356,0,0,18427815,0,1127983,37795734
106364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,7/1/2021,6/30/2022,365,San Bernardino,Non-Profit,Psychiatric,1710 BARTON ROAD,REDLANDS,92373,LOMA LINDA UNIVERSITY HEALTH,0,2531,643,0,0,0,1170874,1104242,12210983,0,0,3424896,17995439,0,196575,40574575
106364502,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,7/1/2021,6/30/2022,365,San Bernardino,Non-Profit,Children,11234 ANDERSON ST,LOMA LINDA,92354,LOMA LINDA UNIVERSITY HEALTH,16391,0,0,0,0,0,575896,216266,317547950,149194078,0,48262155,47170362,0,5839324,1566782636
106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,7/1/2021,6/30/2022,365,San Bernardino,Non-Profit,General,11234 ANDERSON ST,LOMA LINDA,92354,LOMA LINDA UNIVERSITY HEALTH,22423,0,0,1184,0,0,328123766,236446277,254683453,240402442,0,124955778,180412784,0,23995029,4089849527
106334589,LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,7/1/2021,6/30/2022,365,Riverside,Non-Profit,General,28062 BAXTER ROAD,MURRIETA,92563,LOMA LINDA UNIVERSITY HEALTH,11099,0,0,0,0,0,84175293,77676275,13096192,43381215,0,34207242,40185579,0,5668191,354201453
106420491,LOMPOC VALLEY MEDICAL CENTER,7/1/2021,6/30/2022,365,Santa Barbara,District,General,1515 E. OCEAN AVENUE,LOMPOC,93436,LOMPOC VALLEY MEDICAL CENTER,2361,0,0,0,204,0,29545081,7766523,1860362,33811089,96230,52541295,4720888,0,4186890,148584613
106301248,LOS ALAMITOS MEDICAL CENTER,1/1/2021,12/31/2021,365,Orange,Investor,General,3751 KATELLA AVENUE,LOS ALAMITOS,90720,TENET HEALTHCARE CORPORATION,7941,0,0,0,0,0,48450049,59575895,5787212,15382127,0,4220144,104368208,0,145140,220188034
106190198,LOS ANGELES COMMUNITY HOSPITAL,10/1/2020,9/30/2021,365,Los Angeles,Investor,General,4801 EAST OLYMPIC BLVD,LOS ANGELES,90023,"ALTA HOSPITALS SYSTEM, LLC",7926,1615,0,0,79,0,40788639,19207968,40088208,86346463,0,1667200,9234030,0,62553,656609492
106560492,LOS ROBLES HOSPITAL AND MEDICAL CENTER,1/1/2021,12/31/2021,365,Ventura,Investor,General,215 W. JANSS ROAD,THOUSAND OAKS,91360,"HCA HEALTHCARE, INC.",14669,0,0,932,0,0,162536971,34961885,13005456,29891609,0,30935807,254396731,-480374,3460356,1610972260
106434040,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANFORD,9/1/2020,8/31/2021,365,Santa Clara,Non-Profit,Children,725 WELCH ROAD,PALO ALTO,94304,LUCILE SALTER PACKARD CHILDRENS HOSPITAL AT STANFORD,12783,0,0,0,0,0,9807445,0,476563783,24944579,0,25579317,1453295538,0,45163933,3584700291
106121002,MAD RIVER COMMUNITY HOSPITAL,7/1/2021,6/30/2022,365,Humboldt,Investor,General,3800 JANES ROAD,ARCATA,95521,AMERICAN HOSPITAL MANAGEMENT CORPORATION,1273,0,0,0,0,0,24514082,2472607,1823140,13514401,0,4301199,10397450,36098,59131,41563723
106201281,MADERA COMMUNITY HOSPITAL,7/1/2021,6/30/2022,365,Madera,Non-Profit,General,1250 E ALMOND AVENUE,MADERA,93637,MADERA COMMUNITY HOSPITAL,3201,0,0,0,0,0,13131767,11868018,19295890,41803958,389184,4755679,4036267,8417,469338,81963115
106260011,MAMMOTH HOSPITAL,7/1/2021,6/30/2022,365,Mono,District,General,85 SIERRA PARK ROAD,MAMMOTH LAKES,93546,SOUTHERN MONO HEALTHCARE DISTRICT,560,0,0,0,0,0,15436427,1397519,4986732,7768608,0,58589156,3709572,0,2179867,189282151
106420493,MARIAN MEDICAL CENTER,7/1/2021,6/30/2022,365,Santa Barbara,Non-Profit,General,1400 EAST CHURCH STREET,SANTA MARIA,93454-5906,DIGNITY HEALTH,15741,0,0,590,1601,0,181637173,30198029,36197698,122711440,0,29485292,261768446,-183023,7231161,527879774
106244027,MARIE GREEN PSYCHIATRIC CENTER - PHF,7/1/2021,6/30/2022,365,Merced,City/County,Psychiatric,300 EAST 15TH STREET,MERCED,95341,COUNTY OF MERCED,0,334,0,0,0,0,0,0,0,7627761,0,91565,0,0,511827,0
106211006,MARIN GENERAL HOSPITAL,1/1/2021,12/31/2021,365,Marin,Non-Profit,General,250 BON AIR ROAD,GREENBRAE,94904,MARIN HEALTHCARE DISTRICT,8115,500,0,0,0,0,118573123,25461143,13931483,49540734,11568,18963294,227904184,0,17782552,552164711
106050932,MARK TWAIN MEDICAL CENTER,7/1/2021,6/30/2022,365,Calaveras,Non-Profit,General,768 MOUNTAIN RANCH ROAD,SAN ANDREAS,95249,MARK TWAIN MEDICAL CENTER,822,0,0,0,0,0,27048361,2303774,920400,8896356,0,3144968,26444458,301030,6505,53841385
106090933,MARSHALL MEDICAL CENTER,11/1/2020,10/31/2021,365,El Dorado,Non-Profit,General,1100 MARSHALL WAY,PLACERVILLE,95667,MARSHALL MEDICAL CENTER,4681,0,0,0,0,0,84665905,22717025,12303065,49678405,16116,7899591,103854487,2528,6719858,353726329
106191230,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",7/1/2021,6/30/2022,365,Los Angeles,Non-Profit,General,1680 E. 120TH STREET,LOS ANGELES,90059,MARTIN LUTHER KING JR. - LOS ANGELES,9206,0,0,0,0,0,28793101,21734871,201079402,71712924,14589134,18898037,0,0,0,568412226
106450936,MAYERS MEMORIAL HOSPITAL,7/1/2021,6/30/2022,365,Shasta,District,General,HIGHWAY 299 EAST 43563,FALL RIVER MILLS,96028,MAYERS MEMORIAL HOSPITAL DISCTRICT,314,0,0,0,56,0,11478875,931583,-62244,18489359,0,4437236,0,255136,875240,64506553
106240924,MEMORIAL HOSPITAL LOS BANOS,1/1/2021,12/31/2021,365,Merced,Non-Profit,General,520 WEST I STREET,LOS BANOS,93635,SUTTER CENTRAL VALLEY HOSPITALS,1720,0,0,0,0,0,19146992,7358564,12821360,21235700,0,6918851,33788080,0,44732,36288100
106500939,MEMORIAL HOSPITAL MODESTO,1/1/2021,12/31/2021,365,Stanislaus,Non-Profit,General,1700 COFFEE ROAD,MODESTO,95355,SUTTER CENTRAL VALLEY HOSPITALS,18775,0,0,0,0,0,136333105,81284534,46914256,111791979,760,29266887,347310370,-1,633313,342352151
106190521,MEMORIAL HOSPITAL OF GARDENA,1/1/2021,12/31/2021,365,Los Angeles,Investor,General,1145 WEST REDONDO BEACH BLVD,GARDENA,90247,PIPELINE HEALTH,5499,0,0,0,60,0,23386817,18447472,24620935,102964331,0,3300156,2681490,0,2222166,200539176
106190525,MEMORIALCARE LONG BEACH MEDICAL CENTER,7/1/2021,6/30/2022,365,Los Angeles,Non-Profit,General,2801 ATLANTIC AVENUE,LONG BEACH,90806,MEMORIAL HEALTH SERVICES,16085,0,0,491,0,0,107655274,128699583,57889300,132779816,29962,6625753,300524737,1308385,4002530,1607086846
106196168,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH,7/1/2021,6/30/2022,365,Los Angeles,Non-Profit,Children,2801 ATLANTIC AVENUE,LONG BEACH,90806,MEMORIAL HEALTH SERVICES,13098,0,0,0,0,0,267423,168691,142961432,95633390,0,3306145,184074244,252189,1849980,332363140
106300225,MEMORIALCARE ORANGE COAST MEDICAL CENTER,7/1/2021,6/30/2022,365,Orange,Non-Profit,General,9920 TALBERT AVENUE,FOUNTAIN VALLEY,92708-5153,MEMORIAL HEALTH SERVICES,11611,0,0,0,0,0,54307142,93477415,5347071,27383980,0,3563349,202654170,312487,1376746,347745146
106301317,MEMORIALCARE SADDLEBACK MEDICAL CENTER,7/1/2021,6/30/2022,365,Orange,Non-Profit,General,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,92653,MEMORIAL HEALTH SERVICES,10905,0,0,0,0,0,65335082,102593068,5153767,14493333,0,5177077,225539019,423634,1401686,765415247
106334018,MENIFEE GLOBAL MEDICAL CENTER,1/1/2021,12/31/2021,365,Riverside,Investor,General,1117 E. DEVONSHIRE AVE,HEMET,92543,"PHYSICIANS FOR HEALTHY HOSPITALS, INC.",3586,0,0,0,0,0,8852379,14540520,13996253,5313711,0,938197,5374908,0,403663,19885343
106340947,MERCY GENERAL HOSPITAL,7/1/2021,6/30/2022,365,Sacramento,Non-Profit,General,4001 J STREET,SACRAMENTO,95819,COMMONSPIRIT HEALTH,12603,0,0,501,0,0,126204273,130961150,13204006,83217106,0,13491943,248446101,0,622735,586640136
106150761,MERCY HOSPITAL - BAKERSFIELD,7/1/2021,6/30/2022,365,Kern,Non-Profit,General,2215 TRUXTON AVENUE,BAKERSFIELD,93301,COMMONSPIRIT HEALTH,11456,0,0,0,0,0,44468654,46987553,14167468,75846027,0,5415059,174781756,1843353,163386,478001342
106344029,MERCY HOSPITAL - FOLSOM,7/1/2021,6/30/2022,365,Sacramento,Non-Profit,General,1650 CREEKSIDE DRIVE,FOLSOM,95630,COMMONSPIRIT HEALTH,7016,0,0,0,0,0,43333978,20738899,6454232,29844738,0,5902827,168884777,369918,38034,707337933
106240942,MERCY MEDICAL CENTER - MERCED,7/1/2021,6/30/2022,365,Merced,Non-Profit,General,333 MERCY AVENUE,MERCED,95340,DIGNITY HEALTH,11325,0,0,0,0,0,86339654,15751721,10736894,104052940,0,7158086,141725480,-5961193,716422,468734791
106470871,MERCY MEDICAL CENTER - MT. SHASTA,7/1/2021,6/30/2022,365,Siskiyou,Non-Profit,General,914 PINE STREET,MT. SHASTA,96067,COMMONSPIRIT HEALTH,855,0,0,0,0,0,24588803,4098884,1005081,9397260,0,5098641,24839252,50854,19303,79452492
106450949,MERCY MEDICAL CENTER - REDDING,7/1/2021,6/30/2022,365,Shasta,Non-Profit,General,2175 ROSALINE AVE,REDDING,96001,COMMONSPIRIT HEALTH,12822,0,0,0,0,0,166739789,19232042,8782456,103530024,0,27297123,222385617,0,492024,1337633513
106340950,MERCY SAN JUAN MEDICAL CENTER,7/1/2021,6/30/2022,365,Sacramento,Non-Profit,General,6501 COYLE AVENUE,CARMICHAEL,95608,COMMONSPIRIT HEALTH,19977,0,0,0,0,0,125577419,93950975,44587791,149758815,0,16890427,275252635,1314925,256367,523952081
106013687,MERRITT PERALTA INSTITUTE CDRH,1/1/2021,12/31/2021,365,Alameda,Non-Profit,Specialty,"3012 SUMMIT STREET, 5TH FLOOR",OAKLAND,94609,SUTTER HEALTH,0,0,365,0,0,0,13795,0,0,11543,0,842251,10069960,0,246248,1086942
106340951,METHODIST HOSPITAL - SACRAMENTO,7/1/2021,6/30/2022,365,Sacramento,Non-Profit,General,7500 HOSPITAL DRIVE,SACRAMENTO,95823,DIGNITY HEALTH,8114,0,0,0,711,0,43644921,28482891,41111838,83169415,0,6457241,89965184,127934,0,186750444
106190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,11538,0,0,683,0,0,83041169,54797882,20756206,23878326,0,2082851,79000614,-3,1586347,618751334
106190958,METROPOLITAN STATE HOSPITAL,7/1/2021,6/30/2022,365,Los Angeles,State,Specialty,11401 S. BLOOMFIELD AVENUE,NORWALK,90650,STATE OF CALIFORNIA,0,739,0,0,84,0,0,0,0,0,0,0,0,0,0,0
106410852,MILLS-PENINSULA MEDICAL CENTER,1/1/2021,12/31/2021,365,San Mateo,Non-Profit,General,1501 TROUSDALE DRIVE,BURLINGAME,94010,SUTTER BAY HOSPITALS,10166,1329,0,0,0,0,115779015,82598300,24973648,21187510,0,19825896,424287991,0,1258068,593710204
106190524,MISSION COMMUNITY HOSPITAL - PANORAMA,1/1/2021,12/31/2021,365,Los Angeles,Investor,General,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,"DEANCO HEALTHCARE, LLC",4351,2487,0,0,0,0,30650175,14894959,29908800,44878953,0,26755787,9779603,0,106269,98985250
106254005,MODOC MEDICAL CENTER,7/1/2021,6/30/2022,365,Modoc,District,General,1111 N NAGLE STREET,ALTURAS,96101,COUNTY OF MODOC,277,0,0,0,32,0,11531292,165705,1067853,14710452,0,1997498,0,0,1305072,90908173
106190541,MONROVIA MEMORIAL HOSPITAL,1/1/2021,12/31/2021,365,Los Angeles,Investor,General,323 SOUTH HELIOTROPE AVE,MONROVIA,91016,ALAKOR HEALTHCARE LLC,199,0,0,0,0,0,15184292,0,0,0,0,0,0,0,0,15596047
106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,1/1/2021,12/31/2021,365,San Bernardino,Non-Profit,General,500 SAN BERNARDINO STREET,MONTCLAIR,91763,"PRIME HEALTHCARE SERVICES FOUNDATION, INC.",2528,0,0,0,0,0,9538826,7190956,10284704,19345230,0,14355822,958612,0,583777,125524253
106190547,MONTEREY PARK HOSPITAL,7/1/2021,6/30/2022,365,Los Angeles,Investor,General,900 SOUTH ATLANTIC BLVD,MONTEREY PARK,91754,MONTEREY PARK HOSPITAL,3577,0,0,0,0,0,8618843,4400117,14936906,37649007,0,2784608,30097101,0,3061483,76250656
106190552,MOTION PICTURE AND TELEVISION HOSPITAL,1/1/2021,12/31/2021,365,Los Angeles,Non-Profit,General,23388 MULHOLLAND DRIVE,WOODLAND HILLS,91364,MPTF,0,120,0,0,43,25,1593894,0,15954535,0,0,0,189570,4442472,5440879,127765662
106361266,MOUNTAINS COMMUNITY HOSPITAL,7/1/2021,6/30/2022,365,San Bernardino,District,General,29101 HOSPITAL ROAD,LAKE ARROWHEAD,92352,SAN BERNARDINO MOUNTAINS COMMUNITY HOSPITAL DISTRICT,310,0,0,0,4,0,4673200,4189601,5563264,7693319,0,601293,4595326,17545,792602,60746702
106281266,NAPA STATE HOSPITAL,7/1/2021,6/30/2022,365,Napa,State,Specialty,2100 NAPA VALLEJO HIGHWAY,NAPA,94558,STATE OF CALIFORNIA,0,15,0,0,778,0,0,0,0,0,0,0,0,0,0,0
106274043,NATIVIDAD MEDICAL CENTER,7/1/2021,6/30/2022,365,Monterey,City/County,General,1441 CONSTITUTION BOULEVARD,SALINAS,93906,COUNTY OF MONTEREY,7655,597,0,675,0,0,59301791,0,90028988,186452743,0,69499611,0,0,862979,495658888
106301304,NEWPORT BAY HOSPITAL,5/1/2021,4/30/2022,365,Orange,Investor,Psychiatric,1501 EAST 16TH STREET,NEWPORT BEACH,92663,"BEACON HEALTHCARE SERVICES, INC.",0,557,0,0,0,0,9678534,965340,0,0,0,18855,0,0,0,526190
106514033,NORTH VALLEY BEHAVIORAL HEALTH - PHF,7/1/2021,6/30/2022,365,Sutter,Investor,Psychiatric,1535 PLUMAS COURT,YUBA CITY,95991,"NORTH VALLEY BEHAVIORAL HEALTH, LLC",0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,1245697
106481357,NORTHBAY MEDICAL CENTER,1/1/2021,12/31/2021,365,Solano,Non-Profit,General,1200 B. GALE WILSON BOULEVARD,FAIRFIELD,94533,NORTHBAY HEALTHCARE CORPORATION,9839,0,0,0,0,0,160542399,27364622,71679389,139098917,244474,137492651,4287960,-14,119557413,886662508
106141273,NORTHERN INYO HOSPITAL,7/1/2021,6/30/2022,365,Inyo,District,General,150 PIONEER LANE,BISHOP,93514,NORTHERN INYO HEALTHCARE DISTRCIT,769,0,0,0,6,0,39544843,2493081,3943893,5798453,0,44493300,0,0,657375,163553408
106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,7/1/2021,6/30/2022,365,Los Angeles,Non-Profit,General,18300 ROSCOE BLVD,NORTHRIDGE,91328,DIGNITY HEALTH,11852,1068,0,411,0,0,85161900,59760727,36393679,69449298,0,7955206,171637168,2260693,1553926,540239253
106214034,NOVATO COMMUNITY HOSPITAL,1/1/2021,12/31/2021,365,Marin,Non-Profit,General,180 ROWLAND WAY,NOVATO,94948,SUTTER HEALTH,1763,0,0,0,0,0,24451954,4283116,4012114,7371767,6552,4114234,37454043,0,146429,50467071
106500967,OAK VALLEY HOSPITAL DISTRICT,7/1/2021,6/30/2022,365,Stanislaus,District,General,350 SOUTH OAK AVENUE,OAKDALE,95361,OAK VALLEY DISTRICT HOSPITAL,625,0,0,0,92,0,4276113,4527208,5805137,40039780,0,13454633,2549476,0,357009,122961548
106198495,OCEAN VIEW PSYCHIATRIC HEALTH FACILITY,1/1/2021,12/31/2021,365,Los Angeles,Investor,Psychiatric,"2600 REDONDO AVENUE, SUITE 500",LONG BEACH,90806,JACK STEPHENS,0,1037,0,0,0,0,4790974,424959,0,0,0,3892982,820882,0,167905,15391093
